Annotator	Annotation date	Name	GBE ID	Field	BasketID	TableID	FieldID	QT_total_num	BIN_total_num	QT_index	BIN_index	coding_exclude	coding_QT	coding_binary_case	coding_binary_control	Participants	Stability	ValueType	Units	Strata	Sexed	Instances	Array	Coding	Link	Notes	Source_file
				Main speciality of consultant (polymorphic)			41207									382505	Ongoing	Text		Auxiliary	Unisex	1	19		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=41207		ukb_20190412.tsv
				Treatment speciality of consultant (polymorphic)			41208									413647	Ongoing	Text		Auxiliary	Unisex	1	22		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=41208		ukb_20190412.tsv
				Patient classification on admission (polymorphic)			41209									409996	Ongoing	Text		Auxiliary	Unisex	1	7		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=41209		ukb_20190412.tsv
				Operative procedures - secondary OPCS4			41210									367452	Ongoing	Categorical multiple		Primary	Unisex	1	86	240	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=41210		ukb_20190412.tsv
				Destinations on discharge from hospital (polymorphic)			41211									409995	Ongoing	Text		Auxiliary	Unisex	1	12		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=41211		ukb_20190412.tsv
				Methods of admission to hospital (polymorphic)			41212									413649	Ongoing	Text		Auxiliary	Unisex	1	15		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=41212		ukb_20190412.tsv
				Methods of discharge from hospital (polymorphic)			41213									413647	Ongoing	Text		Auxiliary	Unisex	1	10		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=41213		ukb_20190412.tsv
				Carer support indicators			41214									366399	Ongoing	Categorical multiple		Primary	Unisex	1	3	227	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=41214		ukb_20190412.tsv
				Detention categories			41215									42609	Ongoing	Categorical multiple		Primary	Unisex	1	2	230	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=41215		ukb_20190412.tsv
				Legal statuses			41216									5	Ongoing	Categorical multiple		Primary	Unisex	1	2	231	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=41216		ukb_20190412.tsv
				Mental categories			41217									22	Ongoing	Categorical multiple		Primary	Unisex	1	2	228	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=41217		ukb_20190412.tsv
				History of psychiatric care on admission			41218									366398	Ongoing	Categorical multiple		Primary	Unisex	1	5	229	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=41218		ukb_20190412.tsv
				Anaesthetics administered during delivery			41219									16628	Ongoing	Categorical multiple		Primary	Unisex	1	4	212	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=41219		ukb_20190412.tsv
				Anaesthetics administered post delivery			41220									16628	Ongoing	Categorical multiple		Primary	Unisex	1	4	212	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=41220		ukb_20190412.tsv
				Delivery methods			41221									16628	Ongoing	Categorical multiple		Primary	Unisex	1	5	216	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=41221		ukb_20190412.tsv
				Delivery onset methods			41222									16628	Ongoing	Categorical multiple		Primary	Unisex	1	5	220	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=41222		ukb_20190412.tsv
				Delivery places			41223									16624	Ongoing	Categorical multiple		Primary	Unisex	1	4	217	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=41223		ukb_20190412.tsv
				Intended delivery places			41224									16628	Ongoing	Categorical multiple		Primary	Unisex	1	4	217	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=41224		ukb_20190412.tsv
				Resuscitation methods			41225									16628	Ongoing	Categorical multiple		Primary	Unisex	1	5	223	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=41225		ukb_20190412.tsv
				Sex of baby			41226									15522	Ongoing	Categorical multiple		Primary	Unisex	1	3	224	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=41226		ukb_20190412.tsv
				Status of baby at birth			41227									16628	Ongoing	Categorical multiple		Primary	Unisex	1	3	219	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=41227		ukb_20190412.tsv
				Statuses of person conducting delivery			41228									16628	Ongoing	Categorical multiple		Primary	Unisex	1	4	225	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=41228		ukb_20190412.tsv
				PCT responsible for patient data			41229									320243	Ongoing	Categorical multiple		Primary	Unisex	1	6	239	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=41229		ukb_20190412.tsv
				PCT where patients GP was registered			41230									366399	Ongoing	Categorical multiple		Primary	Unisex	1	8	239	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=41230		ukb_20190412.tsv
				Hospital episode type			41231									366399	Ongoing	Categorical multiple		Primary	Unisex	1	3	238	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=41231		ukb_20190412.tsv
				Administrative and legal statuses			41232									148607	Ongoing	Categorical multiple		Primary	Unisex	1	4	201	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=41232		ukb_20190412.tsv
				Sources of admission to hospital (polymorphic)			41233									413649	Ongoing	Text		Auxiliary	Unisex	1	15		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=41233		ukb_20190412.tsv
				Spells in hospital			41235									330467	Ongoing	Integer	Spells	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=41235		ukb_20190412.tsv
				Intended management of patient (recoded)			41244									382509	Ongoing	Categorical multiple		Primary	Unisex	1	7	271	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=41244		ukb_20190412.tsv
				Main speciality of consultant (recoded)			41245									382505	Ongoing	Categorical multiple		Primary	Unisex	1	19	270	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=41245		ukb_20190412.tsv
				Treatment speciality of consultant (recoded)			41246									413647	Ongoing	Categorical multiple		Primary	Unisex	1	22	269	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=41246		ukb_20190412.tsv
				Patient classification on admission (recoded)			41247									409996	Ongoing	Categorical multiple		Primary	Unisex	1	7	266	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=41247		ukb_20190412.tsv
				Destinations on discharge from hospital (recoded)			41248									409995	Ongoing	Categorical multiple		Primary	Unisex	1	10	267	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=41248		ukb_20190412.tsv
				Methods of admission to hospital (recoded)			41249									413649	Ongoing	Categorical multiple		Primary	Unisex	1	12	264	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=41249		ukb_20190412.tsv
				Methods of discharge from hospital (recoded)			41250									413647	Ongoing	Categorical multiple		Primary	Unisex	1	6	268	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=41250		ukb_20190412.tsv
				Sources of admission to hospital (recoded)			41251									413649	Ongoing	Categorical multiple		Primary	Unisex	1	11	265	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=41251		ukb_20190412.tsv
				"Episodes containing ""Operative procedure - main OPCS3"" data"			41255									10698	Ongoing	Integer	records	Primary	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=41255		ukb_20190412.tsv
				Operative procedures - main OPCS3			41256									10698	Ongoing	Categorical multiple		Primary	Unisex	1	13	259	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=41256		ukb_20190412.tsv
				Date of first operative procedure - main OPCS3			41257									10698	Ongoing	Date		Primary	Unisex	1	13		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=41257		ukb_20190412.tsv
				Operative procedures - secondary OPCS3			41258									2970	Ongoing	Categorical multiple		Primary	Unisex	1	5	259	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=41258		ukb_20190412.tsv
				Date of first operative procedure - main OPCS4			41260									410222	Ongoing	Date		Primary	Unisex	1	49		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=41260		ukb_20190412.tsv
				Operative procedures - OPCS4			41272									410231	Ongoing	Categorical multiple		Primary	Unisex	1	117	240	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=41272		ukb_20190412.tsv
				Operative procedures - OPCS3			41273									10698	Ongoing	Categorical multiple		Primary	Unisex	1	16	259	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=41273		ukb_20190412.tsv
				"Episodes containing ""Operative procedures - secondary OPCS3"" data"			41274									2970	Ongoing	Integer	records	Primary	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=41274		ukb_20190412.tsv
				Date of first operative procedure - OPCS4			41282									410222	Ongoing	Date		Primary	Unisex	1	117		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=41282		ukb_20190412.tsv
				Date of first operative procedure - OPCS3			41283									10698	Ongoing	Date		Primary	Unisex	1	16		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=41283		ukb_20190412.tsv
