ICD10	Long descriptor of ICD	GBE Name	Controls	Cases	Source	Data field	Disease group	GBE ID
G54	nerve root and plexus disorders 	TTE_nerve_root_and_plexus_disorders	501339	1205	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/master_phe/cox/phenotypefiles_phe/f.131070.0.0.phe	131070	Nervous system disorders	HC824
G55	nerve root and plexus compressions in diseases classified elsewhere 	TTE_nerve_root_and_plexus_compressions_in_diseases_classified_elsewhere	496363	6181	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/master_phe/cox/phenotypefiles_phe/f.131072.0.0.phe	131072	Nervous system disorders	HC825
G56	mononeuropathies of upper limb 	TTE_mononeuropathies_of_upper_limb	479804	22740	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/master_phe/cox/phenotypefiles_phe/f.131074.0.0.phe	131074	Nervous system disorders	HC826
G57	mononeuropathies of lower limb 	TTE_mononeuropathies_of_lower_limb	497726	4818	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/master_phe/cox/phenotypefiles_phe/f.131076.0.0.phe	131076	Nervous system disorders	HC827
G58	other mononeuropathies 	TTE_other_mononeuropathies	501700	844	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/master_phe/cox/phenotypefiles_phe/f.131078.0.0.phe	131078	Nervous system disorders	HC828
G59	mononeuropathy in diseases classified elsewhere 	TTE_mononeuropathy_in_diseases_classified_elsewhere	502213	331	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/master_phe/cox/phenotypefiles_phe/f.131080.0.0.phe	131080	Nervous system disorders	HC829
G60	hereditary and idiopathic neuropathy 	TTE_hereditary_and_idiopathic_neuropathy	502113	431	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/master_phe/cox/phenotypefiles_phe/f.131082.0.0.phe	131082	Nervous system disorders	HC830
G61	inflammatory polyneuropathy 	TTE_inflammatory_polyneuropathy	501970	574	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/master_phe/cox/phenotypefiles_phe/f.131084.0.0.phe	131084	Nervous system disorders	HC831
G62	other polyneuropathies 	TTE_other_polyneuropathies	499157	3387	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/master_phe/cox/phenotypefiles_phe/f.131086.0.0.phe	131086	Nervous system disorders	HC832
G63	polyneuropathy in diseases classified elsewhere 	TTE_polyneuropathy_in_diseases_classified_elsewhere	501815	729	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/master_phe/cox/phenotypefiles_phe/f.131088.0.0.phe	131088	Nervous system disorders	HC833
G64	other disorders of peripheral nervous system 	TTE_other_disorders_of_peripheral_nervous_system	502261	283	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/master_phe/cox/phenotypefiles_phe/f.131090.0.0.phe	131090	Nervous system disorders	HC834
G70	myasthenia gravis and other myoneural disorders 	TTE_myasthenia_gravis_and_other_myoneural_disorders	502128	416	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/master_phe/cox/phenotypefiles_phe/f.131092.0.0.phe	131092	Nervous system disorders	HC835
G71	primary disorders of muscles 	TTE_primary_disorders_of_muscles	502276	268	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/master_phe/cox/phenotypefiles_phe/f.131094.0.0.phe	131094	Nervous system disorders	HC836
G72	other myopathies 	TTE_other_myopathies	502202	342	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/master_phe/cox/phenotypefiles_phe/f.131096.0.0.phe	131096	Nervous system disorders	HC837
G73	disorders of myoneural junction and muscle in diseases classified elsewhere 	TTE_disorders_of_myoneural_junction_and_muscle_in_diseases_classified_elsewhere	502515	29	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/master_phe/cox/phenotypefiles_phe/f.131098.0.0.phe	131098	Nervous system disorders	HC838
G80	infantile cerebral palsy 	TTE_infantile_cerebral_palsy	502255	289	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/master_phe/cox/phenotypefiles_phe/f.131100.0.0.phe	131100	Nervous system disorders	HC839
G81	hemiplegia 	TTE_hemiplegia	499892	2652	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/master_phe/cox/phenotypefiles_phe/f.131102.0.0.phe	131102	Nervous system disorders	HC840
G82	paraplegia and tetraplegia 	TTE_paraplegia_and_tetraplegia	502030	514	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/master_phe/cox/phenotypefiles_phe/f.131104.0.0.phe	131104	Nervous system disorders	HC841
G83	other paralytic syndromes 	TTE_other_paralytic_syndromes	501396	1148	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/master_phe/cox/phenotypefiles_phe/f.131106.0.0.phe	131106	Nervous system disorders	HC842
G90	disorders of autonomic nervous system 	TTE_disorders_of_autonomic_nervous_system	501988	556	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/master_phe/cox/phenotypefiles_phe/f.131108.0.0.phe	131108	Nervous system disorders	HC843
G91	hydrocephalus 	TTE_hydrocephalus	501827	717	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/master_phe/cox/phenotypefiles_phe/f.131110.0.0.phe	131110	Nervous system disorders	HC844
G92	toxic encephalopathy 	TTE_toxic_encephalopathy	502532	12	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/master_phe/cox/phenotypefiles_phe/f.131112.0.0.phe	131112	Nervous system disorders	HC845
G93	other disorders of brain 	TTE_other_disorders_of_brain	498588	3956	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/master_phe/cox/phenotypefiles_phe/f.131114.0.0.phe	131114	Nervous system disorders	HC846
G94	other disorders of brain in diseases classified elsewhere 	TTE_other_disorders_of_brain_in_diseases_classified_elsewhere	502436	108	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/master_phe/cox/phenotypefiles_phe/f.131116.0.0.phe	131116	Nervous system disorders	HC847
G95	other diseases of spinal cord 	TTE_other_diseases_of_spinal_cord	500993	1551	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/master_phe/cox/phenotypefiles_phe/f.131118.0.0.phe	131118	Nervous system disorders	HC848
G96	other disorders of central nervous system 	TTE_other_disorders_of_central_nervous_system	502130	414	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/master_phe/cox/phenotypefiles_phe/f.131120.0.0.phe	131120	Nervous system disorders	HC849
G97	postprocedural disorders of nervous system, not elsewhere classified 	TTE_postprocedural_disorders_of_nervous_system,_not_elsewhere_classified	502230	314	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/master_phe/cox/phenotypefiles_phe/f.131122.0.0.phe	131122	Nervous system disorders	HC850
G98	other disorders of nervous system, not elsewhere classified 	TTE_other_disorders_of_nervous_system,_not_elsewhere_classified	500469	2075	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/master_phe/cox/phenotypefiles_phe/f.131124.0.0.phe	131124	Nervous system disorders	HC851
G99	other disorders of nervous system in diseases classified elsewhere 	TTE_other_disorders_of_nervous_system_in_diseases_classified_elsewhere	500880	1664	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/master_phe/cox/phenotypefiles_phe/f.131126.0.0.phe	131126	Nervous system disorders	HC852
H00	hordeolum and chalazion 	TTE_hordeolum_and_chalazion	489916	12628	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/master_phe/cox/phenotypefiles_phe/f.131128.0.0.phe	131128	Eye and adnexa disorders	HC853
H01	other inflammation of eyelid 	TTE_other_inflammation_of_eyelid	497525	5019	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/master_phe/cox/phenotypefiles_phe/f.131130.0.0.phe	131130	Eye and adnexa disorders	HC854
H02	other disorders of eyelid 	TTE_other_disorders_of_eyelid	491206	11338	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/master_phe/cox/phenotypefiles_phe/f.131132.0.0.phe	131132	Eye and adnexa disorders	HC855
H03	disorders of eyelid in diseases classified elsewhere 	TTE_disorders_of_eyelid_in_diseases_classified_elsewhere	502464	80	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/master_phe/cox/phenotypefiles_phe/f.131134.0.0.phe	131134	Eye and adnexa disorders	HC856
H04	disorders of lachrymal system 	TTE_disorders_of_lachrymal_system	488191	14353	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/master_phe/cox/phenotypefiles_phe/f.131136.0.0.phe	131136	Eye and adnexa disorders	HC857
H05	disorders of orbit 	TTE_disorders_of_orbit	501485	1059	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/master_phe/cox/phenotypefiles_phe/f.131138.0.0.phe	131138	Eye and adnexa disorders	HC858
H06	disorders of lachrymal system and orbit in diseases classified elsewhere 	TTE_disorders_of_lachrymal_system_and_orbit_in_diseases_classified_elsewhere	502360	184	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/master_phe/cox/phenotypefiles_phe/f.131140.0.0.phe	131140	Eye and adnexa disorders	HC859
H10	conjunctivitis 	TTE_conjunctivitis	478961	23583	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/master_phe/cox/phenotypefiles_phe/f.131142.0.0.phe	131142	Eye and adnexa disorders	HC860
H11	other disorders of conjunctiva 	TTE_other_disorders_of_conjunctiva	494254	8290	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/master_phe/cox/phenotypefiles_phe/f.131144.0.0.phe	131144	Eye and adnexa disorders	HC861
H13	disorders of conjunctiva in diseases classified elsewhere 	TTE_disorders_of_conjunctiva_in_diseases_classified_elsewhere	502410	134	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/master_phe/cox/phenotypefiles_phe/f.131146.0.0.phe	131146	Eye and adnexa disorders	HC862
H15	disorders of sclera 	TTE_disorders_of_sclera	501267	1277	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/master_phe/cox/phenotypefiles_phe/f.131148.0.0.phe	131148	Eye and adnexa disorders	HC863
H16	keratitis 	TTE_keratitis	500983	1561	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/master_phe/cox/phenotypefiles_phe/f.131150.0.0.phe	131150	Eye and adnexa disorders	HC864
H17	corneal scars and opacities 	TTE_corneal_scars_and_opacities	502196	348	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/master_phe/cox/phenotypefiles_phe/f.131152.0.0.phe	131152	Eye and adnexa disorders	HC865
H18	other disorders of cornea 	TTE_other_disorders_of_cornea	500202	2342	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/master_phe/cox/phenotypefiles_phe/f.131154.0.0.phe	131154	Eye and adnexa disorders	HC866
H19	disorders of sclera and cornea in diseases classified elsewhere 	TTE_disorders_of_sclera_and_cornea_in_diseases_classified_elsewhere	502398	146	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/master_phe/cox/phenotypefiles_phe/f.131156.0.0.phe	131156	Eye and adnexa disorders	HC867
H20	iridocyclitis 	TTE_iridocyclitis	499854	2690	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/master_phe/cox/phenotypefiles_phe/f.131158.0.0.phe	131158	Eye and adnexa disorders	HC868
H21	other disorders of iris and ciliary body 	TTE_other_disorders_of_iris_and_ciliary_body	501774	770	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/master_phe/cox/phenotypefiles_phe/f.131160.0.0.phe	131160	Eye and adnexa disorders	HC869
H22	disorders of iris and ciliary body in diseases classified elsewhere 	TTE_disorders_of_iris_and_ciliary_body_in_diseases_classified_elsewhere	502502	42	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/master_phe/cox/phenotypefiles_phe/f.131162.0.0.phe	131162	Eye and adnexa disorders	HC870
H25	senile cataract 	TTE_senile_cataract	487363	15181	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/master_phe/cox/phenotypefiles_phe/f.131164.0.0.phe	131164	Eye and adnexa disorders	HC871
H26	other cataract 	TTE_other_cataract	471014	31530	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/master_phe/cox/phenotypefiles_phe/f.131166.0.0.phe	131166	Eye and adnexa disorders	HC872
H27	other disorders of lens 	TTE_other_disorders_of_lens	502124	420	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/master_phe/cox/phenotypefiles_phe/f.131168.0.0.phe	131168	Eye and adnexa disorders	HC873
H28	cataract and other disorders of lens in diseases classified elsewhere 	TTE_cataract_and_other_disorders_of_lens_in_diseases_classified_elsewhere	502498	46	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/master_phe/cox/phenotypefiles_phe/f.131170.0.0.phe	131170	Eye and adnexa disorders	HC874
H30	chorioretinal inflammation 	TTE_chorioretinal_inflammation	502318	226	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/master_phe/cox/phenotypefiles_phe/f.131172.0.0.phe	131172	Eye and adnexa disorders	HC875
H31	other disorders of choroid 	TTE_other_disorders_of_choroid	501911	633	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/master_phe/cox/phenotypefiles_phe/f.131174.0.0.phe	131174	Eye and adnexa disorders	HC876
H32	chorioretinal disorders in diseases classified elsewhere 	TTE_chorioretinal_disorders_in_diseases_classified_elsewhere	502531	13	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/master_phe/cox/phenotypefiles_phe/f.131176.0.0.phe	131176	Eye and adnexa disorders	HC877
H33	retinal detachments and breaks 	TTE_retinal_detachments_and_breaks	496310	6234	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/master_phe/cox/phenotypefiles_phe/f.131178.0.0.phe	131178	Eye and adnexa disorders	HC878
H34	retinal vascular occlusions 	TTE_retinal_vascular_occlusions	500597	1947	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/master_phe/cox/phenotypefiles_phe/f.131180.0.0.phe	131180	Eye and adnexa disorders	HC879
H35	other retinal disorders 	TTE_other_retinal_disorders	491006	11538	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/master_phe/cox/phenotypefiles_phe/f.131182.0.0.phe	131182	Eye and adnexa disorders	HC880
H36	retinal disorders in diseases classified elsewhere 	TTE_retinal_disorders_in_diseases_classified_elsewhere	499354	3190	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/master_phe/cox/phenotypefiles_phe/f.131184.0.0.phe	131184	Eye and adnexa disorders	HC881
H40	glaucoma 	TTE_glaucoma	487703	14841	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/master_phe/cox/phenotypefiles_phe/f.131186.0.0.phe	131186	Eye and adnexa disorders	HC882
H42	glaucoma in diseases classified elsewhere 	TTE_glaucoma_in_diseases_classified_elsewhere	502537	7	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/master_phe/cox/phenotypefiles_phe/f.131188.0.0.phe	131188	Eye and adnexa disorders	HC883
H43	disorders of vitreous body 	TTE_disorders_of_vitreous_body	492652	9892	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/master_phe/cox/phenotypefiles_phe/f.131190.0.0.phe	131190	Eye and adnexa disorders	HC884
H44	disorders of globe 	TTE_disorders_of_globe	500726	1818	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/master_phe/cox/phenotypefiles_phe/f.131192.0.0.phe	131192	Eye and adnexa disorders	HC885
H45	disorders of vitreous body and globe in diseases classified elsewhere 	TTE_disorders_of_vitreous_body_and_globe_in_diseases_classified_elsewhere	502527	17	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/master_phe/cox/phenotypefiles_phe/f.131194.0.0.phe	131194	Eye and adnexa disorders	HC886
H46	optic neuritis 	TTE_optic_neuritis	502070	474	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/master_phe/cox/phenotypefiles_phe/f.131196.0.0.phe	131196	Eye and adnexa disorders	HC887
H47	other disorders of optic [2nd] nerve and visual pathways 	TTE_other_disorders_of_optic_[2nd]_nerve_and_visual_pathways	501296	1248	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/master_phe/cox/phenotypefiles_phe/f.131198.0.0.phe	131198	Eye and adnexa disorders	HC888
H48	disorders of optic [2nd] nerve and visual pathways in diseases classified elsewhere	TTE_disorders_of_optic_[2nd]_nerve_and_visual_pathways_in_diseases_classified_elsewhere	502532	12	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/master_phe/cox/phenotypefiles_phe/f.131200.0.0.phe	131200	Eye and adnexa disorders	HC889
H49	paralytic strabismus 	TTE_paralytic_strabismus	501923	621	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/master_phe/cox/phenotypefiles_phe/f.131202.0.0.phe	131202	Eye and adnexa disorders	HC890
H50	other strabismus 	TTE_other_strabismus	500231	2313	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/master_phe/cox/phenotypefiles_phe/f.131204.0.0.phe	131204	Eye and adnexa disorders	HC891
H51	other disorders of binocular movement 	TTE_other_disorders_of_binocular_movement	502313	231	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/master_phe/cox/phenotypefiles_phe/f.131206.0.0.phe	131206	Eye and adnexa disorders	HC892
H52	disorders of refraction and accommodation 	TTE_disorders_of_refraction_and_accommodation	497329	5215	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/master_phe/cox/phenotypefiles_phe/f.131208.0.0.phe	131208	Eye and adnexa disorders	HC893
H53	visual disturbances 	TTE_visual_disturbances	492065	10479	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/master_phe/cox/phenotypefiles_phe/f.131210.0.0.phe	131210	Eye and adnexa disorders	HC894
H54	blindness and low vision 	TTE_blindness_and_low_vision	499834	2710	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/master_phe/cox/phenotypefiles_phe/f.131212.0.0.phe	131212	Eye and adnexa disorders	HC895
H55	nystagmus and other irregular eye movements 	TTE_nystagmus_and_other_irregular_eye_movements	502088	456	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/master_phe/cox/phenotypefiles_phe/f.131214.0.0.phe	131214	Eye and adnexa disorders	HC896
