Annotator	Annotation date	Name	GBE ID	Field	BasketID	TableID	FieldID	QT_total_num	BIN_total_num	QT_index	BIN_index	coding_exclude	coding_QT	coding_binary_case	coding_binary_control	Participants	Stability	ValueType	Units	Strata	Sexed	Instances	Array	Coding	Link	Notes
				Reason for skipping visual acuity (left)			20057									449	Complete	Categorical single		Derived	Unisex	1	1	56	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=20057	
				Reason for skipping ECG			20058									358	Complete	Categorical single		Derived	Unisex	1	1	47	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=20058	
				Reason ECG not completed			20059									262	Complete	Categorical single		Derived	Unisex	1	1	59	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=20059	
				Reason at-rest ECG performed without bicycle			20060									943	Complete	Categorical single		Derived	Unisex	1	1	60	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=20060	
				Reason for skipping OCT (right)			20061									3164	Complete	Categorical single		Derived	Unisex	1	1	54	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=20061	
				Reason for skipping OCT (left)			20062									3360	Complete	Categorical single		Derived	Unisex	1	1	54	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=20062	
				Number of diet questionnaires completed			20077									211020	Complete	Integer		Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=20077	
				When diet questionnaire completion requested			20078									211020	Complete	Date		Primary	Unisex	5	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=20078	
				Day-of-week questionnaire completion requested			20079									211017	Complete	Categorical single		Supporting	Unisex	5	1	73	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=20079	
				Day-of-week questionnaire completed			20080									211017	Complete	Categorical single		Supporting	Unisex	5	1	73	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=20080	
				Hour-of-day questionnaire completed			20081									211017	Complete	Integer	hours	Supporting	Unisex	5	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=20081	
				Duration of questionnaire			20082									211017	Complete	Integer	minutes	Derived	Unisex	5	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=20082	
				Delay between questionnaire request and completion			20083									211017	Complete	Integer	days	Derived	Unisex	5	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=20083	
				Vitamin and/or mineral supplement use			20084									103849	Complete	Categorical multiple		Derived	Unisex	5	21	74	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=20084	
				Reason for not eating or drinking normally			20085									67940	Complete	Categorical multiple		Derived	Unisex	5	4	75	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=20085	
				Type of special diet followed			20086									58985	Complete	Categorical multiple		Derived	Unisex	5	6	76	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=20086	
				Types of spread used on bread/crackers			20087									161208	Complete	Categorical multiple		Derived	Unisex	5	13	77	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=20087	
				Type of meals eaten			20089									204938	Complete	Categorical multiple		Derived	Unisex	5	5	79	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=20089	
				Type of sliced bread eaten			20091									159407	Complete	Categorical multiple		Derived	Unisex	5	5	81	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=20091	
				Type of baguette eaten			20092									36168	Complete	Categorical multiple		Derived	Unisex	5	5	81	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=20092	
				Type of large bap eaten			20093									14406	Complete	Categorical multiple		Derived	Unisex	5	4	81	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=20093	
				Type of bread roll eaten			20094									54586	Complete	Categorical multiple		Derived	Unisex	5	5	81	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=20094	
				Size of white wine glass drunk			20095									47038	Complete	Categorical multiple		Derived	Unisex	5	3	82	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=20095	
				Size of red wine glass drunk			20096									59443	Complete	Categorical multiple		Derived	Unisex	5	2	82	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=20096	
				Size of rose wine glass drunk			20097									10890	Complete	Categorical multiple		Derived	Unisex	5	2	82	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=20097	
				Thickness of butter/margarine spread on sliced bread			20098									116414	Complete	Categorical multiple		Derived	Unisex	5	3	83	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=20098	
				Thickness of butter/margarine spread on baguettes			20099									18460	Complete	Categorical multiple		Derived	Unisex	5	2	83	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=20099	
				Thickness of butter/margarine spread on large baps			20100									5631	Complete	Categorical multiple		Derived	Unisex	5	2	83	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=20100	
				Thickness of butter/margarine spread on bread rolls			20101									32224	Complete	Categorical multiple		Derived	Unisex	5	2	83	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=20101	
				Thickness of butter/margarine spread on crackers/crispbreads			20102									14781	Complete	Categorical multiple		Derived	Unisex	5	2	83	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=20102	
				Thickness of butter/margarine spread on oatcakes			20103									3479	Complete	Categorical multiple		Derived	Unisex	5	2	83	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=20103	
				Thickness of butter/margarine spread on other bread			20104									10031	Complete	Categorical multiple		Derived	Unisex	5	2	83	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=20104	
				Liquid used to make porridge			20105									47525	Complete	Categorical multiple		Derived	Unisex	5	2	84	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=20105	
				Type of yogurt eaten			20106									89401	Complete	Categorical multiple		Derived	Unisex	5	2	85	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=20106	
				Ingredients in canned soup			20108									19949	Complete	Categorical multiple		Derived	Unisex	5	5	86	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=20108	
				Ingredients in homemade soup			20109									32728	Complete	Categorical multiple		Derived	Unisex	5	6	86	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=20109	
				Country of Birth (non-UK origin)			20115									40579	Complete	Categorical single		Derived	Unisex	1	1	89	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=20115	
				Smoking status			20116									501649	Complete	Categorical single		Derived	Unisex	4	1	90	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=20116	
				Alcohol drinker status			20117									501643	Accruing	Categorical single		Derived	Unisex	4	1	90	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=20117	
Guhan	11/26/18	Cascot_confidence_score	INI20121	Cascot confidence score		10137	20121	1		1						14554	Complete	Integer	percent	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=20121	
				Bipolar disorder status			20122									1615	Complete	Categorical single		Derived	Unisex	1	1	100694	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=20122	
				Single episode of probable major depression			20123									9754	Complete	Categorical single		Derived	Unisex	1	1	7	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=20123	
				Probable recurrent major depression (moderate)			20124									15245	Complete	Categorical single		Derived	Unisex	1	1	7	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=20124	
				Probable recurrent major depression (severe)			20125									9401	Complete	Categorical single		Derived	Unisex	1	1	7	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=20125	
		Bipolar_and_major_depression_status_any	BIN_FC10020126	Bipolar and major depression status		10137	20126	0	6		1			1,2,3,4,5	0	122991	Complete	Categorical single	Data		Unisex	1	1	100695	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=20126	Bipolar and major depression status.   This derived data field has come from Professor Jill Pell from the Institute of Health &amp; Wellbeing, University of Glasgow. Methods on how these fields were derived can be found in the Additional Resources tab.
		Bipolar_and_major_depression_status_Bipolar_Type_I	BIN_FC20020126	Bipolar and major depression status		10137	20126	0	6		2			1	0	122991	Complete	Categorical single	Data		Unisex	1	1	100695	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=20126	Bipolar and major depression status.   This derived data field has come from Professor Jill Pell from the Institute of Health &amp; Wellbeing, University of Glasgow. Methods on how these fields were derived can be found in the Additional Resources tab.
		Bipolar_and_major_depression_status_Bipolar_Type_II	BIN_FC30020126	Bipolar and major depression status		10137	20126	0	6		3			2	0	122991	Complete	Categorical single	Data		Unisex	1	1	100695	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=20126	Bipolar and major depression status.   This derived data field has come from Professor Jill Pell from the Institute of Health &amp; Wellbeing, University of Glasgow. Methods on how these fields were derived can be found in the Additional Resources tab.
		Bipolar_and_major_depression_status_probable_depression_(severe)	BIN_FC40020126	Bipolar and major depression status		10137	20126	0	6		4			3	0	122991	Complete	Categorical single	Data		Unisex	1	1	100695	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=20126	Bipolar and major depression status.   This derived data field has come from Professor Jill Pell from the Institute of Health &amp; Wellbeing, University of Glasgow. Methods on how these fields were derived can be found in the Additional Resources tab.
		Bipolar_and_major_depression_status_probable_depression_(moderate)	BIN_FC50020126	Bipolar and major depression status		10137	20126	0	6		5			4	0	122991	Complete	Categorical single	Data		Unisex	1	1	100695	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=20126	Bipolar and major depression status.   This derived data field has come from Professor Jill Pell from the Institute of Health &amp; Wellbeing, University of Glasgow. Methods on how these fields were derived can be found in the Additional Resources tab.
		Bipolar_and_major_depression_status_single_probable_major_depressive_episode	BIN_FC60020126	Bipolar and major depression status		10137	20126	0	6		6			5	0	122991	Complete	Categorical single	Data		Unisex	1	1	100695	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=20126	Bipolar and major depression status.   This derived data field has come from Professor Jill Pell from the Institute of Health &amp; Wellbeing, University of Glasgow. Methods on how these fields were derived can be found in the Additional Resources tab.
Guhan	11/26/18	Neuroticism_score	INI20127	Neuroticism score		10137	20127	1		1						401605	Complete	Integer		Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=20127	
				Number of columns displayed in round			20129									118538	Complete	Integer		Auxiliary	Unisex	1	3		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=20129	
				Number of rows displayed in round			20130									118538	Complete	Integer		Auxiliary	Unisex	1	3		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=20130	
				Number of correct matches in round			20131									118538	Complete	Integer		Primary	Unisex	1	3		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=20131	
				Number of incorrect matches in round			20132									118538	Complete	Integer		Primary	Unisex	1	3		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=20132	
				Time to complete round			20133									118538	Complete	Integer	deciseconds	Primary	Unisex	1	3	485	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=20133	
				When pairs test completed			20134									118538	Complete	Time		Primary	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=20134	
				When fluid intelligence test completed			20135									123649	Complete	Time		Primary	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=20135	
				When trail making test completed			20136									120469	Complete	Time		Primary	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=20136	
				When symbol digit substitution test completed			20137									120186	Complete	Time		Primary	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=20137	
				When numeric memory test completed			20138									111071	Complete	Time		Primary	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=20138	
				Errors before selecting correct item in numeric path (trail #1)			20147									26362	Complete	Integer	error-count	Primary	Unisex	1	25		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=20147	
				Errors before selecting correct item in alphanumeric path (trail #2)			20148									42775	Complete	Integer	error-count	Primary	Unisex	1	25		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=20148	
				Interval between previous point and current one in numeric path (trail #1)			20149									115160	Complete	Integer	milliseconds	Primary	Unisex	1	25	485	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=20149	
Guhan	11/26/18	Forced_expiratory_volume_in_1-second_(FEV1),_Best_measure	INI20150	Forced expiratory volume in 1-second (FEV1), Best measure		9797	20150	1		1						353339	Complete	Continuous	litres	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=20150	
Guhan	11/26/18	Forced_vital_capacity_(FVC),_Best_measure	INI20151	Forced vital capacity (FVC), Best measure		9797	20151	1		1						353339	Complete	Continuous	litres	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=20151	
				Reproduciblity of spirometry measurement using ERS/ATS criteria			20152									353325	Complete	Categorical single		Derived	Unisex	1	1	7	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=20152	
Guhan	11/26/18	Forced_expiratory_volume_in_1-second_(FEV1),_predicted	INI20153	Forced expiratory volume in 1-second (FEV1), predicted		9797	20153	1		1						151984	Complete	Continuous	litres	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=20153	
Guhan	11/26/18	Forced_expiratory_volume_in_1-second_(FEV1),_predicted_percentage	INI20154	Forced expiratory volume in 1-second (FEV1), predicted percentage		9797	20154	1		1						151984	Complete	Continuous	percent	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=20154	
				Interval between previous point and current one in alphanumeric path (trail #2)			20155									110411	Complete	Integer	milliseconds	Primary	Unisex	1	25	485	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=20155	
				Duration to complete numeric path (trail #1)			20156									104039	Complete	Continuous	seconds	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=20156	
				Duration to complete alphanumeric path (trail #2)			20157									104037	Complete	Continuous	seconds	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=20157	
				Number of symbol digit matches made correctly			20159									118476	Complete	Integer	correct-answers	Primary	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=20159	
				Ever smoked			20160									499754	Complete	Categorical single		Derived	Unisex	4	1	7	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=20160	
				Pack years of smoking			20161									152484	Complete	Continuous	years	Derived	Unisex	4	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=20161	
				Pack years adult smoking as proportion of life span exposed to smoking			20162									152484	Complete	Continuous	Units	Derived	Unisex	4	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=20162	
		FI1_:_numeric_addition_test	BIN_FC10020165			9797	20165	0	1		1			1;2;4;5	3									5001	http://biobank.ctsu.ox.ac.uk/crystal/coding.cgi?id=5001	Already annotated
		FI2_:_identify_largest_number	BIN_FC10020167			9797	20167	0	1		1			1;2;4;5	3									5002	http://biobank.ctsu.ox.ac.uk/crystal/coding.cgi?id=5002	Already annotated
		FI3_:_word_interpolation	BIN_FC10020169			9797	20169	0	1		1			1;2;3;5	4									5003	http://biobank.ctsu.ox.ac.uk/crystal/coding.cgi?id=5003	Already annotated
		FI4_:_positional_arithmetic	BIN_FC10020171			9797	20171	0	1		1			1;3;4;5	2									5004	http://biobank.ctsu.ox.ac.uk/crystal/coding.cgi?id=5004	Already annotated
		FI5_:_family_relationship_calculation	BIN_FC10020173			9797	20173	0	1		1			1;2;3;5	4									5005	http://biobank.ctsu.ox.ac.uk/crystal/coding.cgi?id=5005	Already annotated
		FI6_:_conditional_arithmetic	BIN_FC10020175			9797	20175	0	1		1			1;3;4;5	2									5006	http://biobank.ctsu.ox.ac.uk/crystal/coding.cgi?id=5006	Already annotated
		FI7_:_synonym	BIN_FC10020177			9797	20177	0	1		1			1;2;4;5	3									5007	http://biobank.ctsu.ox.ac.uk/crystal/coding.cgi?id=5007	Already annotated
		FI8_:_chained_arithmetic	BIN_FC10020179			9797	20179	0	1		1			1;3;4;5	2									5008	http://biobank.ctsu.ox.ac.uk/crystal/coding.cgi?id=5008	Already annotated
		FI9_:_concept_interpolation	BIN_FC10020181			9797	20181	0	1		1			1;2;3;5	4									5009	http://biobank.ctsu.ox.ac.uk/crystal/coding.cgi?id=5009	Already annotated
		FI10_:_arithmetic_sequence_recognition	BIN_FC10020183			9797	20183	0	1		1			1;3;4;5	2									5010	http://biobank.ctsu.ox.ac.uk/crystal/coding.cgi?id=5010	Already annotated
		FI11_:_antonym	BIN_FC10020185			9797	20185	0	1		1			1;2;3;4	5									5011	http://biobank.ctsu.ox.ac.uk/crystal/coding.cgi?id=5011	Already annotated
		FI12_:_square_sequence_recognition	BIN_FC10020187			9797	20187	0	1		1			1;2;3;4	5									5012	http://biobank.ctsu.ox.ac.uk/crystal/coding.cgi?id=5012	Already annotated
		FI13_:_subset_inclusion_logic	BIN_FC10020189			9797	20189	0	1		1			2;3;4;5	1									5013	http://biobank.ctsu.ox.ac.uk/crystal/coding.cgi?id=5013	Already annotated
