Annotator	Annotation date	Name	GBE ID	Field	FieldID	QT_total_num	BIN_total_num	QT_index	BIN_index	coding_exclude	coding_QT	coding_binary_case	coding_binary_control	Participants	Stability	ValueType	Units	Strata	Sexed	Instances	Array	Coding	Link
				Volume of BA2 (left hemisphere)	27088									21915	Accruing	Continuous	mm3	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=27088
				Volume of BA3a (left hemisphere)	27089									21915	Accruing	Continuous	mm3	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=27089
				Volume of BA3b (left hemisphere)	27090									21915	Accruing	Continuous	mm3	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=27090
				Volume of BA4a (left hemisphere)	27091									21915	Accruing	Continuous	mm3	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=27091
				Volume of BA4p (left hemisphere)	27092									21915	Accruing	Continuous	mm3	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=27092
				Volume of BA6 (left hemisphere)	27093									21915	Accruing	Continuous	mm3	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=27093
				Volume of BA44 (left hemisphere)	27094									21915	Accruing	Continuous	mm3	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=27094
				Volume of BA45 (left hemisphere)	27095									21915	Accruing	Continuous	mm3	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=27095
				Volume of V1 (left hemisphere)	27096									21915	Accruing	Continuous	mm3	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=27096
				Volume of V2 (left hemisphere)	27097									21915	Accruing	Continuous	mm3	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=27097
				Volume of MT (left hemisphere)	27098									21915	Accruing	Continuous	mm3	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=27098
				Volume of perirhinal (left hemisphere)	27099									21915	Accruing	Continuous	mm3	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=27099
				Volume of entorhinal (left hemisphere)	27100									21915	Accruing	Continuous	mm3	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=27100
				Area of BA1 (right hemisphere)	27101									21915	Accruing	Continuous	mm2	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=27101
				Area of BA2 (right hemisphere)	27102									21915	Accruing	Continuous	mm2	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=27102
				Area of BA3a (right hemisphere)	27103									21915	Accruing	Continuous	mm2	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=27103
				Area of BA3b (right hemisphere)	27104									21915	Accruing	Continuous	mm2	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=27104
				Area of BA4a (right hemisphere)	27105									21915	Accruing	Continuous	mm2	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=27105
				Area of BA4p (right hemisphere)	27106									21915	Accruing	Continuous	mm2	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=27106
				Area of BA6 (right hemisphere)	27107									21915	Accruing	Continuous	mm2	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=27107
				Area of BA44 (right hemisphere)	27108									21915	Accruing	Continuous	mm2	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=27108
				Area of BA45 (right hemisphere)	27109									21915	Accruing	Continuous	mm2	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=27109
				Area of V1 (right hemisphere)	27110									21915	Accruing	Continuous	mm2	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=27110
				Area of V2 (right hemisphere)	27111									21915	Accruing	Continuous	mm2	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=27111
				Area of MT (right hemisphere)	27112									21915	Accruing	Continuous	mm2	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=27112
				Area of perirhinal (right hemisphere)	27113									21915	Accruing	Continuous	mm2	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=27113
				Area of entorhinal (right hemisphere)	27114									21915	Accruing	Continuous	mm2	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=27114
				Mean thickness of BA1 (right hemisphere)	27115									21915	Accruing	Continuous	mm	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=27115
				Mean thickness of BA2 (right hemisphere)	27116									21915	Accruing	Continuous	mm	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=27116
				Mean thickness of BA3a (right hemisphere)	27117									21915	Accruing	Continuous	mm	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=27117
				Mean thickness of BA3b (right hemisphere)	27118									21915	Accruing	Continuous	mm	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=27118
				Mean thickness of BA4a (right hemisphere)	27119									21915	Accruing	Continuous	mm	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=27119
				Mean thickness of BA4p (right hemisphere)	27120									21915	Accruing	Continuous	mm	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=27120
				Mean thickness of BA6 (right hemisphere)	27121									21915	Accruing	Continuous	mm	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=27121
				Mean thickness of BA44 (right hemisphere)	27122									21915	Accruing	Continuous	mm	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=27122
				Mean thickness of BA45 (right hemisphere)	27123									21915	Accruing	Continuous	mm	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=27123
				Mean thickness of V1 (right hemisphere)	27124									21915	Accruing	Continuous	mm	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=27124
				Mean thickness of V2 (right hemisphere)	27125									21915	Accruing	Continuous	mm	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=27125
				Mean thickness of MT (right hemisphere)	27126									21915	Accruing	Continuous	mm	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=27126
				Mean thickness of perirhinal (right hemisphere)	27127									21915	Accruing	Continuous	mm	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=27127
				Mean thickness of entorhinal (right hemisphere)	27128									21915	Accruing	Continuous	mm	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=27128
				Volume of BA1 (right hemisphere)	27129									21915	Accruing	Continuous	mm3	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=27129
				Volume of BA2 (right hemisphere)	27130									21915	Accruing	Continuous	mm3	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=27130
				Volume of BA3a (right hemisphere)	27131									21915	Accruing	Continuous	mm3	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=27131
				Volume of BA3b (right hemisphere)	27132									21915	Accruing	Continuous	mm3	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=27132
				Volume of BA4a (right hemisphere)	27133									21915	Accruing	Continuous	mm3	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=27133
				Volume of BA4p (right hemisphere)	27134									21915	Accruing	Continuous	mm3	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=27134
				Volume of BA6 (right hemisphere)	27135									21915	Accruing	Continuous	mm3	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=27135
				Volume of BA44 (right hemisphere)	27136									21915	Accruing	Continuous	mm3	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=27136
				Volume of BA45 (right hemisphere)	27137									21915	Accruing	Continuous	mm3	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=27137
				Volume of V1 (right hemisphere)	27138									21915	Accruing	Continuous	mm3	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=27138
				Volume of V2 (right hemisphere)	27139									21915	Accruing	Continuous	mm3	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=27139
				Volume of MT (right hemisphere)	27140									21915	Accruing	Continuous	mm3	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=27140
				Volume of perirhinal (right hemisphere)	27141									21915	Accruing	Continuous	mm3	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=27141
				Volume of entorhinal (right hemisphere)	27142									21915	Accruing	Continuous	mm3	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=27142
				Area of caudalanteriorcingulate (left hemisphere)	27143									21915	Accruing	Continuous	mm2	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=27143
				Area of caudalmiddlefrontal (left hemisphere)	27144									21915	Accruing	Continuous	mm2	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=27144
				Area of cuneus (left hemisphere)	27145									21915	Accruing	Continuous	mm2	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=27145
				Area of entorhinal (left hemisphere)	27146									21915	Accruing	Continuous	mm2	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=27146
				Area of fusiform (left hemisphere)	27147									21915	Accruing	Continuous	mm2	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=27147
				Area of inferiorparietal (left hemisphere)	27148									21915	Accruing	Continuous	mm2	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=27148
				Area of inferiortemporal (left hemisphere)	27149									21915	Accruing	Continuous	mm2	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=27149
				Area of isthmuscingulate (left hemisphere)	27150									21915	Accruing	Continuous	mm2	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=27150
				Area of lateraloccipital (left hemisphere)	27151									21915	Accruing	Continuous	mm2	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=27151
				Area of lateralorbitofrontal (left hemisphere)	27152									21915	Accruing	Continuous	mm2	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=27152
				Area of lingual (left hemisphere)	27153									21915	Accruing	Continuous	mm2	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=27153
				Area of medialorbitofrontal (left hemisphere)	27154									21915	Accruing	Continuous	mm2	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=27154
				Area of middletemporal (left hemisphere)	27155									21915	Accruing	Continuous	mm2	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=27155
				Area of parahippocampal (left hemisphere)	27156									21915	Accruing	Continuous	mm2	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=27156
				Area of paracentral (left hemisphere)	27157									21915	Accruing	Continuous	mm2	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=27157
				Area of parsopercularis (left hemisphere)	27158									21915	Accruing	Continuous	mm2	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=27158
				Area of parsorbitalis (left hemisphere)	27159									21915	Accruing	Continuous	mm2	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=27159
				Area of parstriangularis (left hemisphere)	27160									21915	Accruing	Continuous	mm2	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=27160
				Area of pericalcarine (left hemisphere)	27161									21915	Accruing	Continuous	mm2	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=27161
				Area of postcentral (left hemisphere)	27162									21915	Accruing	Continuous	mm2	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=27162
				Area of posteriorcingulate (left hemisphere)	27163									21915	Accruing	Continuous	mm2	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=27163
				Area of precentral (left hemisphere)	27164									21915	Accruing	Continuous	mm2	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=27164
				Area of precuneus (left hemisphere)	27165									21915	Accruing	Continuous	mm2	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=27165
				Area of rostralanteriorcingulate (left hemisphere)	27166									21915	Accruing	Continuous	mm2	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=27166
				Area of rostralmiddlefrontal (left hemisphere)	27167									21915	Accruing	Continuous	mm2	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=27167
				Area of superiorfrontal (left hemisphere)	27168									21915	Accruing	Continuous	mm2	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=27168
				Area of superiorparietal (left hemisphere)	27169									21915	Accruing	Continuous	mm2	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=27169
				Area of superiortemporal (left hemisphere)	27170									21915	Accruing	Continuous	mm2	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=27170
				Area of supramarginal (left hemisphere)	27171									21915	Accruing	Continuous	mm2	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=27171
				Area of transversetemporal (left hemisphere)	27172									21915	Accruing	Continuous	mm2	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=27172
				Area of insula (left hemisphere)	27173									21915	Accruing	Continuous	mm2	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=27173
				Mean thickness of caudalanteriorcingulate (left hemisphere)	27174									21915	Accruing	Continuous	mm	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=27174
				Mean thickness of caudalmiddlefrontal (left hemisphere)	27175									21915	Accruing	Continuous	mm	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=27175
				Mean thickness of cuneus (left hemisphere)	27176									21915	Accruing	Continuous	mm	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=27176
				Mean thickness of entorhinal (left hemisphere)	27177									21915	Accruing	Continuous	mm	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=27177
				Mean thickness of fusiform (left hemisphere)	27178									21915	Accruing	Continuous	mm	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=27178
				Mean thickness of inferiorparietal (left hemisphere)	27179									21915	Accruing	Continuous	mm	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=27179
				Mean thickness of inferiortemporal (left hemisphere)	27180									21915	Accruing	Continuous	mm	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=27180
				Mean thickness of isthmuscingulate (left hemisphere)	27181									21915	Accruing	Continuous	mm	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=27181
				Mean thickness of lateraloccipital (left hemisphere)	27182									21915	Accruing	Continuous	mm	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=27182
				Mean thickness of lateralorbitofrontal (left hemisphere)	27183									21915	Accruing	Continuous	mm	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=27183
				Mean thickness of lingual (left hemisphere)	27184									21915	Accruing	Continuous	mm	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=27184
				Mean thickness of medialorbitofrontal (left hemisphere)	27185									21915	Accruing	Continuous	mm	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=27185
				Mean thickness of middletemporal (left hemisphere)	27186									21915	Accruing	Continuous	mm	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=27186
				Mean thickness of parahippocampal (left hemisphere)	27187									21915	Accruing	Continuous	mm	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=27187
				Mean thickness of paracentral (left hemisphere)	27188									21915	Accruing	Continuous	mm	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=27188
				Mean thickness of parsopercularis (left hemisphere)	27189									21915	Accruing	Continuous	mm	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=27189
				Mean thickness of parsorbitalis (left hemisphere)	27190									21915	Accruing	Continuous	mm	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=27190
				Mean thickness of parstriangularis (left hemisphere)	27191									21915	Accruing	Continuous	mm	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=27191
				Mean thickness of pericalcarine (left hemisphere)	27192									21915	Accruing	Continuous	mm	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=27192
				Mean thickness of postcentral (left hemisphere)	27193									21915	Accruing	Continuous	mm	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=27193
				Mean thickness of posteriorcingulate (left hemisphere)	27194									21915	Accruing	Continuous	mm	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=27194
				Mean thickness of precentral (left hemisphere)	27195									21915	Accruing	Continuous	mm	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=27195
				Mean thickness of precuneus (left hemisphere)	27196									21915	Accruing	Continuous	mm	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=27196
				Mean thickness of rostralanteriorcingulate (left hemisphere)	27197									21915	Accruing	Continuous	mm	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=27197
				Mean thickness of rostralmiddlefrontal (left hemisphere)	27198									21915	Accruing	Continuous	mm	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=27198
