Path,Category,FieldID,Field,Participants,Items,Stability,ValueType,Units,ItemType,Strata,Sexed,Instances,Array,Coding,Notes,Link
UK Biobank Assessment Centre > Cognitive function > Numeric memory,100029,4283,Number of rounds of numeric memory test performed,70864,73290,Complete,Integer,rounds,Data,Primary,Unisex,3,1,,Number of rounds of numeric memory test performed,http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=4283
UK Biobank Assessment Centre > Cognitive function > Numeric memory,100029,4285,Time to complete test,70864,73290,Complete,Integer,deciseconds,Data,Auxiliary,Unisex,3,1,,Total time use by numeric memory test from first to last rounds.,http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=4285
UK Biobank Assessment Centre > Cognitive function > Prospective memory,100031,4286,Time when initial screen shown,203821,225023,Complete,Time,"",Data,Primary,Unisex,3,1,,"",http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=4286
UK Biobank Assessment Centre > Cognitive function > Prospective memory,100031,4287,Test completion status,203821,225023,Complete,Categorical single,"",Data,Primary,Unisex,3,1,32,"",http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=4287
UK Biobank Assessment Centre > Cognitive function > Prospective memory,100031,4288,Time to answer,203821,225023,Complete,Integer,seconds,Data,Primary,Unisex,3,1,,Time between completing initial prompt and displaying answer,http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=4288
UK Biobank Assessment Centre > Cognitive function > Prospective memory,100031,4289,Time screen exited,203821,225023,Complete,Time,"",Data,Primary,Unisex,3,1,,"",http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=4289
UK Biobank Assessment Centre > Cognitive function > Prospective memory,100031,4290,Duration screen displayed,203821,225023,Complete,Integer,deciseconds,Data,Primary,Unisex,3,1,,Time for which screen was visible.,http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=4290
UK Biobank Assessment Centre > Cognitive function > Prospective memory,100031,4291,Number of attempts,203821,225022,Complete,Integer,"",Data,Primary,Unisex,3,1,,"",http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=4291
UK Biobank Assessment Centre > Cognitive function > Prospective memory,100031,4292,PM: initial answer,203821,225023,Complete,Categorical single,"",Data,Primary,Unisex,3,1,16,Participants were allowed up to 2 attempts to correctly recall the colour/shape shown to them earlier in the touchscreen section. This is the first answer they gave.,http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=4292
UK Biobank Assessment Centre > Cognitive function > Prospective memory,100031,4293,PM: final answer,203821,225023,Complete,Categorical single,"",Data,Primary,Unisex,3,1,16,Participants were allowed up to 2 attempts to correctly recall the colour/shape shown to them earlier in the touchscreen section. This is the final answer they gave - whether it is their first or second attempt can be gauged from ~F4291~.,http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=4293
UK Biobank Assessment Centre > Cognitive function > Prospective memory,100031,4294,Final attempt correct,203821,225023,Complete,Categorical single,"",Data,Primary,Unisex,3,1,29,True if final answer given was correct.,http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=4294
UK Biobank Assessment Centre > Cognitive function > Prospective memory,100031,4295,History of attempts,203821,225023,Complete,Text,"",Data,Primary,Unisex,3,1,,Records the history of attempts the user made at answering.,http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=4295
UK Biobank Assessment Centre > Touchscreen > Lifestyle and environment > Alcohol,100051,4407,Average monthly red wine intake,49617,52993,Complete,Integer,glasses,Data,Primary,Unisex,3,1,100291,"ACE touchscreen question ""In an average MONTH, how many glasses of RED wine would you drink?  (There are six glasses in an average bottle)"" The following checks were performed:  If answer   If answer > 250 then rejected  If answer > 10 then participant asked to confirm   If the participant activated the Help button they were shown the message:     Please include sparkling red wine here.      ~F4407~ was collected from participants who indicated they drink alcohol on special occasions or one to three times a month, as defined by their answers to ~F1558~",http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=4407
UK Biobank Assessment Centre > Touchscreen > Lifestyle and environment > Alcohol,100051,4418,Average monthly champagne plus white wine intake,49617,52993,Complete,Integer,glasses,Data,Primary,Unisex,3,1,100291,"ACE touchscreen question ""In an average MONTH, how many glasses of WHITE wine or champagne would you drink?  (There are six glasses in an average bottle)"" The following checks were performed:  If answer   If answer > 250 then rejected  If answer > 10 then participant asked to confirm   If the participant activated the Help button they were shown the message:     Please include sparkling white wine here.      ~F4418~ was collected from participants who indicated they drink alcohol on special occasions or one to three times a month, as defined by their answers to ~F1558~",http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=4418
UK Biobank Assessment Centre > Touchscreen > Lifestyle and environment > Alcohol,100051,4429,Average monthly beer plus cider intake,49617,52993,Complete,Integer,pints,Data,Primary,Unisex,3,1,100291,"ACE touchscreen question ""In an average MONTH, how many pints of beer or cider would you drink? (Include bitter, lager, stout, ale, Guinness)"" The following checks were performed:  If answer   If answer > 250 then rejected  If answer > 10 then participant asked to confirm   ~F4429~ was collected from participants who indicated they drink alcohol on special occasions or one to three times a month, as defined by their answer to ~F1558~",http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=4429
UK Biobank Assessment Centre > Touchscreen > Lifestyle and environment > Alcohol,100051,4440,Average monthly spirits intake,49617,52993,Complete,Integer,measures,Data,Primary,Unisex,3,1,100291,"ACE touchscreen question ""In an average MONTH, how many measures of spirits or liqueurs would you drink? (there are 25 standard measures in a normal sized bottle;  spirits include drinks such as whisky, gin, rum, vodka, brandy)"" The following checks were performed:  If answer   If answer > 250 then rejected  If answer > 10 then participant asked to confirm   ~F4440~ was collected from participants who indicated they drink alcohol on special occasions or one to three times a month, as defined by their answers to ~F1558~",http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=4440
UK Biobank Assessment Centre > Touchscreen > Lifestyle and environment > Alcohol,100051,4451,Average monthly fortified wine intake,49617,52993,Complete,Integer,glasses,Data,Primary,Unisex,3,1,100291,"ACE touchscreen question ""In an average MONTH, how many glasses of fortified wine would you drink? (There are 12 glasses in an average bottle) (Fortified wines include drinks such as sherry, port, vermouth)"" The following checks were performed:  If answer   If answer > 250 then rejected  If answer > 10 then participant asked to confirm   If the participant activated the Help button they were shown the message:     Fortified wines include: Sherry, Port, Vermouth, Muscat, Madeira, Malaga, Tokay, Frontignan, Frontignac.      ~F4451~ was collected from participants who indicated they drink alcohol on special occasions or one to three times a month, as defined by their answers to ~F1558~",http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=4451
UK Biobank Assessment Centre > Touchscreen > Lifestyle and environment > Alcohol,100051,4462,Average monthly intake of other alcoholic drinks,49617,52993,Complete,Integer,glasses,Data,Primary,Unisex,3,1,100291,"ACE touchscreen question ""In an average MONTH, how many glasses of other alcoholic drinks (such as alcopops) would you drink?"" The following checks were performed:  If answer    ~F4462~ was collected from participants who indicated they drink alcohol on special occasions or one to three times a month, as defined by their answers to ~F1558~",http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=4462
UK Biobank Assessment Centre > Touchscreen > Family history,100034,4501,Non-accidental death in close genetic family,202965,224814,Complete,Categorical single,"",Data,Primary,Unisex,3,1,100349,"ACE touchscreen question ""Have any of your mother, father, brothers or sisters died suddenly from a non-accidental cause? (Do not include half-, step- or adopted brothers and sisters)""",http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=4501
UK Biobank Assessment Centre > Touchscreen > Psychosocial factors > Mental health,100060,4526,Happiness,206161,228411,Complete,Categorical single,"",Data,Primary,Unisex,3,1,100478,"ACE touchscreen question ""In general how happy are you?""",http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=4526
UK Biobank Assessment Centre > Touchscreen > Psychosocial factors > Mental health,100060,4537,Work/job satisfaction,206161,228411,Complete,Categorical single,"",Data,Primary,Unisex,3,1,100479,"ACE touchscreen question ""In general how satisfied are you with the WORK that you do?""",http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=4537
UK Biobank Assessment Centre > Touchscreen > Psychosocial factors > Mental health,100060,4548,Health satisfaction,206161,228411,Complete,Categorical single,"",Data,Primary,Unisex,3,1,100478,"ACE touchscreen question ""In general how satisfied are you with your HEALTH?""",http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=4548
UK Biobank Assessment Centre > Touchscreen > Psychosocial factors > Mental health,100060,4559,Family relationship satisfaction,206161,228411,Complete,Categorical single,"",Data,Primary,Unisex,3,1,100478,"ACE touchscreen question ""In general how satisfied are you with your FAMILY RELATIONSHIPS?""",http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=4559
UK Biobank Assessment Centre > Touchscreen > Psychosocial factors > Mental health,100060,4570,Friendships satisfaction,206161,228411,Complete,Categorical single,"",Data,Primary,Unisex,3,1,100478,"ACE touchscreen question ""In general how satisfied are you with your FRIENDSHIPS?""",http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=4570
UK Biobank Assessment Centre > Touchscreen > Psychosocial factors > Mental health,100060,4581,Financial situation satisfaction,206161,228411,Complete,Categorical single,"",Data,Primary,Unisex,3,1,100478,"ACE touchscreen question ""In general how satisfied are you with your FINANCIAL SITUATION?""",http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=4581
UK Biobank Assessment Centre > Touchscreen > Psychosocial factors > Mental health,100060,4598,Ever depressed for a whole week,206161,228411,Complete,Categorical single,"",Data,Primary,Unisex,3,1,100349,"ACE touchscreen question ""Looking back over your life, have you ever had a time when you were feeling depressed or down for at least a whole week?""",http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=4598
UK Biobank Assessment Centre > Touchscreen > Psychosocial factors > Mental health,100060,4609,Longest period of depression,108306,117362,Complete,Integer,weeks,Data,Primary,Unisex,3,1,100291,"ACE touchscreen question ""How many weeks was the longest period when you were feeling depressed or down?"" The following checks were performed:  If answer   If answer > 999 then rejected   ~F4609~ was collected from participants who indicated they have felt depressed or down for at least a whole week, as defined by their answers to ~F4598~",http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=4609
UK Biobank Assessment Centre > Touchscreen > Psychosocial factors > Mental health,100060,4620,Number of depression episodes,108306,117362,Complete,Integer,periods,Data,Primary,Unisex,3,1,100291,"ACE touchscreen question ""How many periods have you had when you were feeling depressed or down for at least a whole week?"" The following checks were performed:  If answer   If answer > 9999 then rejected   ~F4620~ was collected from participants who indicated they have felt depressed or down for at least a whole week, as defined by their answers to ~F4598~",http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=4620
UK Biobank Assessment Centre > Touchscreen > Psychosocial factors > Mental health,100060,4631,Ever unenthusiastic/disinterested for a whole week,206161,228411,Complete,Categorical single,"",Data,Primary,Unisex,3,1,100349,"ACE touchscreen question ""Have you ever had a time when you were uninterested in things or unable to enjoy the things you used to for at least a whole week? """,http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=4631
